rating,title,text
5.0,Life Changing: Super Fast Uploads and Streaming at Lightning Fast Speeds,"I purchased this cable for my MacBook Pro because I was trying to upload hundreds of photos onto Google Photos and it was taking forever and stalling all of the time using my wireless provider, Xfinity. However, this little device is an extraordinary purchase. Not only does it plug and play very easily, but my computer runs faster than ever- not only when uploading a lot of data, but also when streaming videos online. I never have to see that annoying spinning wheel anymore, which is amazing. This is well worth the purchase price and I wish I had done this sooner!"
5.0,Works great!,I had to run this from one end of the house to the other. It is working out great.
4.0,Not bad for what it is.,"Although I hate the special edition model with the forced screen saver the tablet is excellent value.  Great tablet to read from without worries of damaging it... you don't want something to happen yet you won't lose much if it does.  Use it a lot for reading, shopping on amazon, games, and some browsing.  I purchased just to see how good or bad it is.  It is very good for $50 but not an ipad/ipad mini as it pertains to use or it's build.  As a heavy google user it's a bit disappointing I don't have my standard goto apps for google so kinda limits my use with this tablet.  Based on simple needs I would recommend to people but would tell you to avoid if the google suite of application is important to you."
4.0,Haven't had it long enough to know much yet,It's for my grand boys so far so good 👍
5.0,It works amazing. Clear,I like the night vision
1.0,"when they work, they are great!","too bad they break so easily. 2 pairs and one is dead. The other? Well, it's been over a month and they are still working. We'll see!"
5.0,Perfectas y de alto rendimiento.,Solo fue: llegaron y se las puse al teléfono...y ya..trabajando día y noche hasta ahora. Debo comprar otras para guardarlas de repuesto. Magnificas..¡¡
5.0,Really nice!,Made my pics for Etsy really pop. Easy to assemble and use. Highly satisfied!
5.0,Great addition to any camera cleaning kit,VSGO VS-A3E Warp-up Camera Cleaning Kit Portable Bag Air Blower Lens Cleaning Pen Spray Cotton Swab Cloth for Camera Lens. Great addition to any camera cleaning kit. One of the extra special things I liked about this kit was the suction of the blower that you used to blow dust off the camera lens before you do anything else like wipe it off with a cloth etc. The thing I really liked about this particular dust blower was the size of the nozzle it was fortississimo from large too small.  OZ
5.0,Works great to run eGPUs on older Macs,Using this to connect a Sonnet eGFX Breakaway box to my 2015 MacBook Pro. Just needed some software tweaks to work perfectly.
5.0,Good quality,Perfect for my zoom meeting at my office
4.0,Great for the traveler,"I bought this to take on trips. It works great and may make you a few friends at the airport. It would go from good to great if Belkin would swap for a folding plug. They do provide a plastic cap, but when you are throwing this in a briefcase or backpack the odd shape wastes space and snags other items."
1.0,NOT  SO?,Very Easy to install can be done in 15 minutes. Not easy to install and it needed to be wired into the backup light. Very disappointing sold it to a friend at a loss. If I'm wrong then I took a loss for the heck of it. Was told that anything that had to be wired in would cancel my electrical warranty so I sold it at a loss instead of returning to the seller. Very disappointed in the outcome. Wireless is wireless.
5.0,Great for science lessons,"This is a perfect kit for the homeschooling teacher. It comes with a nice mix of prisms for your lessons. The cube, sphere, pyramid, and rectangular prism are all here.<br /><br />I noticed that these refract light very efficiently, however they don't split it into rainbows very well if you're just in it for fun.<br /><br />I've been using this to demonstrate light dynamics with my children and they absolutely think the clear cube is the best one. I would have to agree, but the globe is a LOT of fun."
4.0,great product,i get so many more channels i was getting 3 before. this antenna does a great job
5.0,sof,Just what I wanted and so soft inside
5.0,10/10! Well built and reliable.,"This case is SO cool! I play with the macro lens all the time. It's so freaking cool. Sturdy, well built case. Not too heavy and bulky. I'll keep an eye out for their products for future devices for sure."
5.0,Excellent purchase,"I am so excited about this purchase... roomy, well made and so cute!!"
5.0,Beautiful and very well made.,This messenger bag is made of high quality black leather that is smooth as butter. The snaps and enclosures are made of brass metal and look sharp in contrast to the black background. The sleek bag has many hidden pockets and lays flush against the skin for the best look. The front flap opens to hold a slot for your laptop and other important documents. Each pocket is lined and has zippers so everything is well contained and won’t move around during transport. The fleece lining doesn’t pill easily and adds shock absorption without detracting from the bag’s overall design and aesthetics. The bag is great for everyday office use or when traveling. It makes an especially nice gift for a loved one!
5.0,The cable is working good for me so far.,Ethernet from computer to Wi-Fi it is working good for me.
4.0,I have a bunch of these plugs from over the years,I have a bunch of these plugs from over the years. Got the most recent version for the game room and like it like all the others.
5.0,Awesome earbuds,Love these. Helps with higher sounds. I'm hard of hearing in that range. I use them with my Roku Voice Remote Pro control because my tv doesn't have a sound jack.
1.0,This is garbage,I’ve been using this for roughly 6 months. I’ve had issues with video dropping out with only Apple TV. This device indicated the OUTPUT was the issue by the blinking light on the output. After changing all of the HDMI cables I bypassed the Kinvo garbage and now I have NO PROBLEMS. This worked great at first but it didn’t last.
5.0,SUPER AWESOME! SO MUCH BETTER THAN THE SHORT ONES ...,SUPER AWESOME! SO MUCH BETTER THAN THE SHORT ONES PROVIDED BY APPLE! I LOVE THAT ITS BRAIDED AND ITS VERY STURDY!
5.0,worth the purchase,fits perfectly in the bottom of my back pack
5.0,Boosts WiFi very well,I had a few issues with set up and had to call the support line.  It turned out that I had made a simple error.  Once it was set up it works great.  I went from spotty coverage in the rooms I needed it to Excellent signal strength.  I highly reccomend the Edimax EW-7438RPn V2 extender.
5.0,Great fit and quality,"I needed covers for two different remotes; as a result, I got to do a general comparison of this cover to a unit from another manufacturer that sold in pairs.  While the covers from the other manufacturer were of nominal quality and  fit, this one easily it in a few important areas:<br />  1) This skin seems only slightly thicker but holds its shape and resists deformation much better.  The thickness matches the button height well, and the holes also have beveled/rounded edges rather than being cut straight through.  The bevels provide a nice feel; It feels much more like a single unit when it's on the remote, and it's still easy to tell where the buttons are.  The other cover was easier to stretch lending to obvious stress in a few narrow spots when putting it on the remote. Once on, felt too stretchy and mobile on the remote even though it technically fit and the straight hole edges were very distracting and much higher than the buttons.<br />  2) The hole size and the thickness/location of the area for lanyard attachment on this unit is perfect for reasonably easy threading with the cover off or on the remote.  The attachment feels like it would be tough to rip out accidentally or to loosen/slip. Due to materials, the lanyard attachment pulls the attachment point evently rather than threatening to cut through the material.  The attachment site on the other cover was too thin and had holes that were difficult enough to thread when off the remote; the wiry attachment loop would only take a few hours to cut through the cover.<br />  3) the lanyard seems to be good quality.  The attachment loop is not too thin or wiry, and the wrist loop is a cord with a nice feel and enough body to it to keep a nice shape without being too chunky.  When attached to the remote, it is secure and structurally sound.  The ribbon loop lanyard that came with the other company's cover is obviously sub-par quality, even for bulk ribbon lanyards--enough said.<br /><br />Overall, I am very happy with everything about this cover.  When I find one from this mfr for my other remote, I'll be getting one for it."
5.0,"Comfortable, easy to install",More comfortable than the originals. Isolation at least as good. Installation was simple. Came with a coupon for a discount on a second pair. I'd buy again without hesitation.
2.0,Defective,"I was really looking forward to my monitor riser. Unfortunately, one of the monitor holders is loose. The monitor keeps sliding forward/down. I cannot find any way to tighten it. Very disappointed."
5.0,Nice choice,"I installed a Marantz 11.2 surround system in a new home theatre. The customer went over budget on the AVR and wanted to go softer on the 4 mid-tier level side speakers. The room is smaller at 12'x13'. I was looking for the best reproduction quality for the budget. The Klipsch R-41SA was really value-priced on Prime day. So I bought 4 for the wall mid-tier channels.<br /><br />So far, so good. Nice Performance. Plays well with other speakers."
3.0,No dual screen on Mac just mirroring of the same second screen on the two outputs,Description was misleading when saying that MacOs is supported for dual monitor. The expectation was to have two different screens on each monitor but this is not the case. Unit returned as far as I'm concerned.
5.0,Gifted,Granddaughter seems very happy with it.
4.0,Four Stars,Works well.
2.0,I do not like it,Bad case. My old case for I pad was 10 time better
5.0,"Clever idea, I really like these",These are sooo nice.  Your able to put tour furniture back where it belongs.  Very good quality
4.0,Inexpensive but Fun Filter,"I recently purchased a new zoom lens for my camera after I broke the old one when I took a tumble. I had filters like these for my old lens but the thread size was different so my old filters were no longer useful. I selected this filter for my new lens, somewhat apprehensively because of the relatively low asking price. It has proven to be a decent filter but it is not useful in all situations.<br /><br />The idea behind this filter is light diffusion which will give an image a very slight haze or softness, depending on the lighting and subject. This is an effect that can be emulated in software during post-processing but in doing this type of enhancement I have found it is sometimes unnatural. It certainly is less fun than making it happen while shooting, which is why these types of filters are available.<br /><br />In use it works, though I have had mixed results. When using it with certain light sources, the filter seems to have no real effect at all, while with others it creates a subtle, soft glow around the subject. I am still working out the situations where it is most effective. I have had similar issues with filters like these with other lenses, and as such I assume the problem is in my lack of practice with them. It will take some time and practice to make my results more consistent, and for now I lay the fault on myself.<br /><br />The build quality seems to be good. I have received filters in the past where the glass rattles in the frame which is unsettling. This one is tight and there is no play between the glass and the frame. It screws on to the lens securely and is easy to clean.<br /><br />The asking price is quite reasonable. I have seen these filters priced much higher, and I have also seen much cheaper ones that do not work well. The pricing seems in line with the product, if not slightly low.<br /><br />I have no complaints with this filter. The issues I have with it are probably my inexperience, and I will keep working with it to improve my results. I will return here and update my review if my impression changes. For now, though, I am satisfied."
5.0,A great buy,A very sturdy case. A great buy!
5.0,Must have,Nice to have replacements for the OEM caps considering that the OEM caps can be old and brittle.  One thing to add to the stack when your dealing with vintage 35mm film cameras and lenses. Would recommend.
1.0,This is basically a sham product,The build quality looked good but it basically doesn't work at all. The inline controls on your headphones wont work. The microphone on your headphones wont work. There is a static every time sound comes on and sometimes just randomly. I returned them and bought two from apple store. The apple store ones work perfectly.
5.0,Great Buy,Great insurance plan that playing always buy an extended warranty it's worth the money.
5.0,Handy to have,Always nice to have a usb flash drive.  I keep copies of my books on it in case my Kindle ever dies again.
4.0,SSD is blazing! Very nice dock for Thunderbolt devices,"Great dock for my laptop. There are tons of USB ports on this, and other features I didn't find on other docks: Gigabit Ethernet, integrated 1TB SSD drive.<br />When testing data transfer, the write speeds on the SSD are faster than internal drive in my laptop! This has given my laptop some extra boost when docked.<br />Like others have mentioned, it does run hot, but I didn't notice it affecting the performance. My laptop runs hot too, so its not very noticeable for me.<br />Expensive, but if you want a USB-C dock with fast ports and a speedy SSD, this is very nice"
5.0,Great radio,This radio has perfectly clear sound and is very easy to use. Great priceslso.
5.0,Great Ram,Fired up on first try
5.0,"I love them, and so far","Being a small individual, I have problems finding something that fit my ears well and will stay put while I run or workout. These were a life saver. They do not fall out of my ears when I run, nor do they move around even during jumping or bouncing exercises. I love them, and so far, they've been really durable as well. They come with a bunch of different earbud sizes, so customizing them to your ears is a breeze."
5.0,EASY TO USE & WORKS GREAT,"These bone conduction headphones work great. They are lightweight. I don't have to take them in and out of my ears like normal earbuds, which is very nice. The sound quality is great. They are very easy to pair up. I can make calls and receive them. They are very comfortable on. They last a long time on a charge. These are very well made and a very nice quality."
5.0,Splitting VGA signals.,"Good quality cable that works.  This is what I expected from AmazonBasics, and this is what I got.  Clean connectors and good manufacturing."
1.0,Poor Quality/Decent Sound,"I have gone through three pairs of these earbuds in a little over 8 months. I bought two pair because the price was right and some folks had very good things to say about them. My initial impression was very favorable. After about 40-50 hours of use, the first pair went down. One earbud stopped working. Though I was beyond the usual warranty period for Amazon, they replaced them. The second pair experienced the same problem, and now my replacement pair has died the same way. I can sometimes get the dead earbud to work by tapping it. Either I am really, really unlucky - three deaths in 8 months - or else the quality of these buds is very poor. I'm going with the latter. If you purchase these, send in your warranty right away. You may need it in no time at all. They were very disappointing."
5.0,Sound is important it sounds great,Out side on the deck for the tv
1.0,Stopped working after 2 months,"This worked great for afew months.  Now it will never connect.  I'm so frustrated and upset with this garbage.  Its always disconnecting, wish in ever got it buy something better like a ceiling mounted router.<br /><br />*** UPDATE 11/2020<br />I purchased a new device thinking my old one was defective and it would be easier to set-up, nope.  same problems.  It works and than the next day ""ROUTER NOT FOUND"" and does not work.  I'm done with Netgear and downgrading to 1 star."
5.0,Great headphones when you are out and about,Great headphones when you are out and about. Excellent sound quality for the price. I haven't really had a problem with durability.
5.0,Calidad,Calidad buena
5.0,Excellent for mounting slim computers on the wall behind a ...,"Excellent for mounting slim computers on the wall behind a TV, that includes Intel NUCs, Gigabyte Brix, and HP t5740e Thin Clients!"
3.0,Three Stars,Didn't realize it went to stand-by mode after a few minutes of non-use.  That created a problem.
5.0,long run time but very long recharging time,"we had three power outages in less than a month, so i knew i needed to get a fan i could depend on. on the low setting, it worked for 8 hours!! the only problem is that it takes over 5 hours to (re)charge the battery. that could pose a problem, say, during a hurricane, when power could be out for days or weeks; eg, the portable power packs i have could never keep up with the demands of this battery.  although i’ll keep this one, i need to scour amazon for similar fans that recharge quickly or come with a few batteries that hold their charge.  suggestions are welcome :))"
2.0,Small opening for viewing.,Pretty case I love it very well-made. One problem the cutout isn't big enough for the picture on the tablet.
5.0,Just what I needed,Works great and easy to use
5.0,"A little less ergonomic than my Harmony 880, but ...","A little less ergonomic than my Harmony 880, but that one is discontinued and it wore out after a decade. However this one still handles my 7 devices and albeit the screen is a little smaller and the sorting of the activities is just crazy to figure out, the layout and buttons are a bit easier to find in the dark or by feel since they're rubbery and spaced out a little."
5.0,So far so good.,"I was having some DVR playback issues from the STB in my bedroom.  The picture would freeze, become pixelated, then finally catch on, only to do it again a few minutes later.  It got to the point where a 1 hour recorded DVR show took almost 2 hours to watch.  FIOS technician came out and swapped out some splitters that I was using for MOCA adapters.  I was hoping that would do the trick and I could avoid having to replace my router.  New splitters didn't help, so i had to make the upgrade.  DVR sharing has not frozen up since."
5.0,5 Outlets + 3 USB.  Made in China.  Nice for a desktop,"This is a cool tower surge protector. . . with three USB slots included.  Charging cords are not provided, so you will need to provide those on-your-own.  Five electrical outlets. . . . Three on one side and two on the other.  Six foot heavy cord.  Nice for those who like to have plugs right on their desk at hand.<br /><br />Made in China."
4.0,"It's like blow dryer here in Las Vegas, lol","It gets so hot in Las Vegas, that using this is nothing more than a blow dryer! lol.  I had bought this to save on the AC in the car, but this blows hot air because of this desert heat! Lol"
1.0,One Star,Awful product.
1.0,Broken,"Tried two sets of new batteries, won’t turn on . Literally, no red light."
4.0,Best 'phones under $6.,"While I am no expert when it comes to earbuds under $6 I can truthfully say, &#34;These ain't half-bad&#34;. I have certainly used earbuds that were more expensive than these that didn't sound as good. If your budget won't allow you more than $6. for buds then these puppies are the way to go. If you want to listen to music as it was recorded or instruments that sound real I would humbly suggest that you may have to spring for a little bit more. How much more? Whatever the Klipsch S4 costs."
1.0,One Star,Didn't fit on a few keys on my keyboard so it made it awkward and bulky.
2.0,Not great. Faulty.,Bottom portion doesn’t snap on and always falls off. Neither of the enclosed keyboard dust covers are compatible with the Apple MacBook Air M1 2020.
5.0,Five Stars,Beautiful case!
3.0,Some issues,The unit is particularly sensitive to even minor line fluctuations.  It was constantly making noises until I went to the Web sote and found the cause.  Decreasing the sensitivity seems to have cured the problem.
4.0,but if you lift alone it works fine without wrapping a bungee around you,"Its a little expensive for what it is, but if you lift alone it works fine without wrapping a bungee around you."
5.0,Great Price and Fit Perfect,"Great Price and fit perfect on my two Hisense Roku TVS, also glow in the dark."
4.0,Works fine,"Worked fine. Gave it as a present and the recipient said it worked fine. Not the most spectacular of systems, but so is the price. Many reviewers had given very nice reviews and that helped a lot. 4 Stars."
5.0,"wonderful, useful tablet","I've a tablet for entertainment purposes, but nothing really beats a laptop when it comes to some tasks (writing, creating spreadsheets, presentations, etc). So when given a chance to get a Surface Pro at a great deal, I took it - I'd heard that this was a tablet that *could* do the work of a pc, that actually belonged in the workplace. After getting it in my hands and activating the Microsoft Office 2013 package, I have to say that I wasn't mislead on this matter.<br /><br />The Pro is a bit heavier and a bit thicker than most tablets (which doesn't make it THAT heavy, it's still lighter than most netbooks out there, if not all). That thickness/heft gives you the processing ability to run multiple programs and software as well as a USB port and expand memory (more memory than other tablets out there, a friend who owns an iPad was *very* envious). The touch screen is very responsive and it takes just a little bit to figure out the new system of jumping back and forth between screens/desktop, and I think the detachable keyboard is a MUST if you're going to do any serious work on the Pro (I'd recommend the Type as opposed to the Touch as it has a more tactile feel). Response time has been very good on the Pro with the programs and the system not too difficult to figure out.<br /><br />All in all, it's basically a computer in a tablet, nice and (relatively) light. Perhaps it's not as thin as some other tablets, or have as many apps, but it can out-work the heck out of them, which is a lot more important to me. If you want a tablet for doing something more than playing app-based games and updating your online status, this is the one to get."
5.0,Dont miss out on best 20$ deal..  awesome product,"My 2nd purchase is much of the same below.  Product is great n easy.  This time around I was one of the unlucky ones who's other tv doesnt fit this type of wall mount.  Sad I know. But I'm lucky in a few ways, I had left over arm brackets from my first install.  So I rigged those to the brackets from this mount and made my arms longer so now they reach the hole and I can mount this really heavy tv.  All is holding and working well.  USX has a lifetime customer with me.  Just perfection of their products<br /><br />👍🏻👍🏻👍🏻💛💛  LOVE IT, you CANT go wrong for 22$.  I'm so happy I finally got a movable mount, just like ur thank you card said I will be, YES very happy..<br />I seen a review about vizio not working..  it worked perfect with mine.  Didnt have to use any arms just the square plate.  Strong as hell it held my 160 lbs off the floor fully extended.  Bye bye flat mount hello awesome mount..<br /><br />Thanks guys"
5.0,"Colorful, easy to spot, lengthy!","What I enjoy about this is, clearly, the length.  This makes it easier for me to charge without being restricted to a tight spot.  The other nice feature is that it matches my Kindle Fire Case.  Nice, bright, easy to find when you need a charger....  the color speaks attention.<br /><br />The feel of the cable is sturdy!  Good, colorful, lengthy!"
4.0,Four Stars,Good cooler and should fit in a full case.
5.0,Works like a charm,"I feel once I get into using this product, it will be a great asset. I don’t have all the smart fixtures, but maybe will work on that someday. My only question is if Alexa will play the music from my iPhone in addition to the  stations I’ve picked for her."
5.0,This is my only charger,I bought this was thinking it’s connection to musical speakers.But this is only charger
5.0,Great Mouse,I've been using Logitech M510 mice for some time now.  I'm currently using five of them- four on PC's & laptops and the fifth with a Macbook.  The battery life is very good.  They track well and fit comfortably in my hand.
5.0,You get what you pay for,Its not bad for the price
4.0,Great Flash Drive !!!,Works great !!!will buy again when needed !!
5.0,I find no fault.  Comfortable and easy to use.,Works perfectly for every day use on my computer projects. So glad I ran across it on Amazon. Love the pretty red color too.
1.0,Don't waste your money and time,"I have an antenna in my living room that picked up about 7 channels. I moved it to my bedroom and it now gets 22 channels. So LOCATION of the antenna is everything!<br />For this one, I wanted to be able to record things so I put this in our living room. I get 4 channels and usually, only a few will be without static. The box to record is impossible. I have tried to connect it by watching videos. I also had my friend try and he works on electronics all the time. He also has a box similar, but not the same. His works fine, but mine is a paperweight.<br />Save your time and money. This antenna is totally garbage for the reception. I even tried to put it into other rooms with more windows, and it does the same exact thing. I should have returned it months ago."
5.0,Beautiful cover--works great!!,"I got this cover on sale for around $25.  For that price, it is an amazing buy!  Very well made--holds the kindle well and stays closed with the elastic strap.  Probably wouldn't pay the $50 to $60 normally asked for these, but they are leather and the light is wonderful!  I can read in bed without disturbing my husband and the light shines down on the kindle, not in my face like some other book lights I have had.  I highly recommend these covers--I use my kindle a lot and have not been disappointed with the functionality of this product!"
1.0,Sonos please,Samsung has the worst possible technical help on earth. I'm just happy it hasn't exploded yet.
5.0,Bought by mistake but looks solid for pc fan.,"Looks great, I thought it was a cage free box fan. Looked very nice to cool a pc with though."
5.0,It's awesome for HD video streaming such as Netflix and Amazon ...,This monitor 24-inch version was purchased on Amazon prime day at $120. It's awesome for HD video streaming such as Netflix and Amazon instant videos. But be aware lower quality on standard videos due to screen size and resolution adjustments. Overall this monitor has great picture quality.
1.0,Not the best value,Product does not feel premium and the performance was not snappy at all.  They screen is also really dull.  Not close to standard HD screens.  Keyboard feels cheap too.
1.0,Screen Shakes,Screen jitters and shakes ALL THE TIME. This is nearly 1.5 years after purchase. No support from Microsoft. They'll sell me a replacement for $450!
5.0,If youre looking for full coverage?  Look no further!,If youre looking for full coverage?  Look no further! This is the best ipad car I've bought.  I actually bought it to put on my son's ipad.  He's a bit rough so he needs full coverage on all of his electronics and this fits the bill.  I love the design as well.  It has an inner hard plastic case and an outer rubber case.  Which is great for falling protection and it also helps with him griping it.  This is just a great case overall.  Now I don't have to worry about him dropping his ipad. Who am I kidding lol. I was fortunate enough to purchase this item at a discounted price in return for my honest opinion.
5.0,Good size C cords.,Fit good and tight. Love the three different sizes and strong cords.
2.0,more buck less bang,I did not like this.  Hardly any instructions and was not really thrilled with the overall product.  I found something else I was satisfied with and haven't looked back.
5.0,Using it on my Note 3 smartphone,"Excellent card, pictures load rapidly now when I enter the gallery section on my phone the moment I open the app. I have even used this as a default storage section for pictures taken with the camera and they are instant , if not faster than onboard storage. Huge improvement over my old micro SD card class 4."
4.0,Ease to setup,Keyboard sometimes can't be trusted must sometimes hit keys  twice
4.0,Quality and design issues  update,"Update I am changing my rating from 2 stars to 4 for the following reasons:<br />The item was inexpensive, so I did not choose to immediately return them. After using them for a few days I found them to be quite good.  The problem with the eyepiece did not re-occur once I had them inside the house for a full day. I suspect it was caused by the fact that the package must have sat in a hot mail truck here in the Tucson summer heat for a few hours, and that melted the adhesive.  In terms of the view out, I am pleased with the sharpness of the image, and also find the close focusing and wider angle of view to be very convenient features. These binoculars are certainly easier for me to use than my Nikon Monarch 10x40's.  They are quite a bit brighter than my 30  yr old Zeiss 8x20's and I really can't discern any difference in sharpness.  All in all I would have to say these are a very good value.<br />-------------------------<br />I just received my pair this afternoon and my initial impression is not all that favorable.  Issues include:<br /><br />1) The left eyecup came completely out when I first tried to rotate it. It seems like it was only held in place by some not-very-effective glue.  Perhaps the manufacturer did not let the glue cure sufficiently before releasing the product for sale????<br /><br />2) The diopter adjustment for the right eye does not seem right. To get proper focus I need to turn the adjustment all the way to the negative side. My left eye prescription is -1.25 and my right is -2.25.  It doesn't make sense to me that I would have to use the most extreme adjustment for a difference in vision between the two eyes of only one diopter.<br /><br />3) The eyecup design (notwithstanding one pulling completely out) is not very comfortable.  Flexible rubber eyecups would be much more functional."
5.0,Perfect everyday ear buds,Good quality
5.0,Five Stars,Great deal
4.0,Four Stars,Didn't support phone so  it didn't work for me.
5.0,"Love this, can't go wrong with Apple in my opinion.","Love this, wish I would have gone to streaming years ago, Big Apple fan and this is no different."
5.0,Great TV,Great tv. Better sound quality than our LG smart tv. The sound is clear and no need for a sound bar. Remote is not as smart as the tv but works ok.<br />Easy to program and use all the features. Only down side is it tries to be too smart by remembering your most used channels and tends to only display them in the guide sometimes.
5.0,Works perfectly.,Works great to connect my 4 pin mic to my president Lincoln 2.
5.0,Perfect Camera Case,Nice case for the camera that I gave my granddaughter for Christmas
4.0,Great speaker,Awesome speaker but you have to keep it plugged in to turn on.(.non rechargeable battery)so took a star off for that. Otherwise great speaker!  Easy to setup with app on phone and charges fast
5.0,Screen Saver,Great screen saver. It is easy to put it on the device.
2.0,like the southwest of the US,"I am in Chicago, which can be hot and humid.  Every summer, the glue in these things would melt and the pair would break.  I gave it two shots, but it happens every year.  Do not buy if you are in anywhere but a dry part, like the southwest of the US.  Very disappointed, headphones should last maybe more than just 6 months."
2.0,Not enough signal for the buck,"I used it for a few days before sending it back. Too much static. Once I found a good, clear station, I would drive and the station would get full of static. Definatly needs more signal strength. Worked crystal clear when i went through a tunnel. =)"
5.0,Good quality !!,Exactly what I was looking for!!!<br />good quality and fast shipping !!
5.0,Why buy new?,"The battery in my 8HD was dying, but when I saw the refurb price of the 10HD and warranty it was a no brainer."
5.0,great,works great
1.0,A big disappointment,This doesn't even tell time!
3.0,Cute matching case,"Cute case that matches tablet. A little flimsy, but usable."
5.0,Nice product and was super fast shipped to me,Super fast delivery...same day delivery as ordered. WOW.  Case is nicely built and feels sturdy. No damage from shipment.  Will enjoy building a system for my nephews.
5.0,Perfect,Perfect
5.0,Local storage,Adds local storage to the blink system. Easy to install. Any usb drive will work so try one of your own before feeling you need to buy a special one
1.0,Did not prevent algae buildup,I leave my tank in my kitchen window that stays open throughout the day so it makes sense that there's a lot of algae. I've tried all the tablets and chemicals to get rid of it and nothing works. After a few weeks with this film I don't see any  noticeable difference. It might be because the tank already had so much or because it's in the sun but it looks like I'll be cleaning the tank every week still until I find a better option.
5.0,"It's film, what more is there to say?","I honestly don't know why anyone would give this film a bad review, but I suppose there are bad batches of film out there.<br /><br />For me, however, the film works perfectly (like a charm really). I absolutely love the square format, as opposed to the mini, and highly recommend.<br /><br />The value for this set is pretty superb too if you ask me."
5.0,Galaxy Camera is UNSTOPPABLE Now!,"Perfect card for so many uses, holds a lot, no skips or blips. Nice quality at an affordable price, never had a problem with SanDisk and this one is no different."
5.0,Great bag to travel with,"I have my DLSR and all the bags I use when I am on jobs are much larger than something I want to carry while I am on vacation. This bag is the perfect size though. I can hold a small cleaning tool, extra cards, filters and battery all on the smaller pocket side. My camera smoothly comes in and out of the main compartment. Strap is comfortable. Plus it came in a nice drawstring bag that I am using to hold small accessories for photo props. I recommend it for anyone needing something functional yet small for their DSLR/SLR camera."
4.0,Everything was fine.,Everything was fine.
5.0,Everything I was looking for...,"Works for Windows and Mac,  so many don't!!!<br />It has the headphones out.  We use this in for our sound system.<br />Has all the connections we need from sound board to other monitors.<br />And it has the memory card reader.  Havn'e used that yet, but im sure I will.<br /><br />Now that so much has gone virtual we need to update things for our services.<br />This has certainly played a huge part in making that happpen.<br />Very robust exterior too.<br /><br />Very Satisfied with the performance.<br />Trust you found this review honest and helpful:-)"
5.0,Great Earbuds,"I've been using the LG Tone Ultras for about a year now, and decided to switch to these because of the external speakers.<br />Sound quality is about the same, both very good. I don't listen to anything with heavy bass, so these cover my music's full frequency range very effectively.<br />The external speakers are like having a cell phone speaker on each shoulder - not very loud or great range, but it's nice to be able to listen to music while still hearing my surroundings; I also like to leave the external speakers on when not listening to anything for the read-out alerts.<br />Step counter is a cool idea but compared to my fitbit and smartwatch, it's WAAAAY off - 1200 steps vs 3700 on fitbit and 3000 on the watch, and I only take the headphones off at night.<br />Battery life is excellent, I can listen to music more/less all day and they're still not dead when I plug them in at night.<br />I've been using necklace style headphones for about 2 years, so I'm very used to them, but I find these especially comfortable. They also resist rotating better than the Ultras.<br />The ends aren't as long as the Ultras so relearning muscle memory (button location) took a bit, but now that I'm used to them I prefer the smaller size, they're less in-the-way.<br />Only thing that disappoints me is the mic - when on a call the other party can barely understand me and usually complains of muffled-sound. Just a note to LG or any other manufacturers out there: combine this with a high-end headset for calls and I'd happily pay 200-300 for it, as is I wear these and carry a headset for calls in my pocket."
5.0,Five Stars,Excellent sound!
5.0,Useful,"The charger that came with my fitbit flex2 was very short. These are 3ft long, which makes it easier to access and use."
5.0,It offers excellent protection for my Fire 10,I love this case. I researched several cases for my new 10 inch Kindle Fire and this is the one I decided on primarily for the multi-degree angles to prop up the device.
5.0,Five Stars,LOVE IT!
5.0,Works great,"So far it’s been great, hasn’t even been a month of daily use yet.<br />Will update if needed"
4.0,Lacking in Physical Quality,"As others have noted, quality doesn't seem to be the priority.  The edges on this are actually rough.  That said, electronically this works just as well as the original."
2.0,Poor range! Save your money!,"Not a $200 dollar router.  Have been using it for a month or so.  Like the onhub software. Fairly easy set up. Range sucks.  I took my time, ran a line and moved router out of basement to main floor.  Poor signal penetration, drops routinely.  Reinstalled my 2 year old apple router...tada! All problems solved. Save your money!  Suspect Google has plans to use router to control home devices(?nest, lights other) but forgot to make it a good router!"
4.0,Beats,I felt it looked somewhat used/worn.<br />The noise cancellation is excellent. The sound is good! Cable included. No instructions or case but hubby loves them
5.0,Good Replacement,"I had to replace my older Logitech keyboard case (went through 2 of those) and this was the only option now. Initially I wasn't sure about the folding part of the keyboard but I actually really like that. The only issue is at times it can be finicky about magnetizing to the iPad and you have to remove it and reconnect a few times for the iPad to recognize it, but other than that, really nice case and keyboard."
4.0,Its great and designed well in terms of adjust-ability (holds up very well on my overland rig},"however, if you put this anywhere it might get heated or cooled by you're cabin air system, it WILL fall off with the weight of a GPS hanging off of it. this is not something bad about the product, just cautionary, it uses a 1""x 2"" pad of 3M that should be mounted vertical for best results but probably isn't necessary.  my one negative comment about is is that the ball, seems a little undersized and the GPS would sag at times. never figured out what caused it, but after i moved it from my vent it went away. i also added a ball adapter kit my dad gave me a few years ago to move the weight closer to and above the adhesive and its been rock steady since."
5.0,Great buy,Great buy no complaints.
